pair,src_text,mt_text,human_score,fluency2,gemba_score,disagreement,f2_overestimates,issue_type,severity,low_confidence,main_issue,idiomatic,collocational,discourse,pragmatic,calque
EN→uk_UA,"Kyle cut in, finishing Luc’s thought. “You want us to be his billet family.”
Luc nodded thoughtfully. “I’ve seen firsthand how you and Nicole raised Ryan, and just look at how incredible he turned out. If Declan has a support system like yours, it could be a game changer for him.”
Kyle took a moment to ponder. This wasn’t merely a simple favor; this was a responsibility for another soul. He hadn’t anticipated considering taking in a kid when he read Luc’s text that morning. Still, he would do anything for Luc, and the earnest look in his eyes made it clear just how serious this was to him. That meant it was now serious to Kyle as well.","Кайл втрутився, завершуючи думку Люка: ""Ти хочеш, щоб ми стали його приймаючою сім'єю.""
Люк задумливо кивнув. „Я бачив на власні очі, як ви з Ніколь виховували Раяна, і погляньте, яким чудовим він вийшов. Якщо у Деклана буде така система підтримки, як у вас, це може абсолютно змінити його життя.“
Кайл на мить замислився. Це була не просто проста послуга; це була відповідальність за іншу людину. Він навіть не думав про те, щоб погодитися прийняти дитину, коли читав повідомлення від Люка того ранку. Проте, він би зробив все для Люка, і щирий вираз в його очах давав чітко зрозуміти, наскільки це серйозно для нього. Це означало, що тепер це серйозно і для Кайла.",92.0,1.68798690290447,62.0,1.1238406725419048,False,calque,major,False,The translation relies on unnatural active participles and direct calques like 'система підтримки' and 'вийшов' for 'turned out'.,5.0,5.5,7.0,6.0,5.0
EN→ja_JP,"You can get a folding leaf table, and if you saw off the bottom 15cm or so of the panels forming the sides and front of the table, and also don't bother to attach any of the the back leaf, then it becomes just the right height to mostly fit under the rear window.
It's a little higher than the camper-fridge, but the camper fridge is pretty much the same height as a little bedside cabinet.
There's also a small rectangular sink that fits nicely around the same width as the fridge alongside that cut down table.
And thus, the interior can be mostly constructed in my flat. The kids in the flat upstairs kept waving as me as I was doing a terrible job of cutting down those panels with a jigsaw in the yard.","折り畳み式のリーフテーブルを手に入れることができます。そして、テーブルの側面と前面を構成するパネルの下部15cm程度を切り落とし、また背面のリーフを取り付けない場合、それはほぼ後部窓の下に収まる適切な高さになります。
少しだけキャンパー冷蔵庫よりも高いですが、キャンパー冷蔵庫は小さなベッドサイドキャビネットとほぼ同じ高さです。
また、切り落としたテーブルの横には、冷蔵庫と同じくらいの幅の小さな長方形のシンクがぴったりと収まります。
こうして、インテリアの大部分は私のアパートで組み立てることができます。アパートの上の階の子供たちは、私が庭でジグソーでパネルを切り落としている間、手を振っていました。",85.0,1.530078124692709,92.0,1.1237211398154698,False,calque,major,False,The translation follows English syntax too closely (translationese) and completely omits the self-deprecating 'terrible job' nuance.,4.5,5.5,4.5,3.5,4.5
EN→ar_EG,"Declan shook his hand, barely keeping the awe off his face. A breath slipped out, half disbelief, half nerves, and before he could stop himself, his mouth got ahead of his brain.
“I had you on my fantasy team last year. Not gonna lie, you lost me the championship.”
Declan pressed his lips together the second the words left his mouth, the grin fading as panic crept in. Nice one, he thought. Way to chirp an NHL vet five minutes into meeting him. He resisted the urge to bury his face in his hands.
A snicker sounded behind him. Declan glanced over his shoulder to see Coach Luc with a hand half-covering his mouth, doing a poor job of hiding his amusement. ",صافح ديكلان يده، بالكاد يُخفي الرهبة عن وجهه. انزلقت أنفاسه، نصفها عدم تصديق ونصفها توتر، وقبل أن يتمالك نفسه، سبق فمه عقله. &quot;كنتُ ضمن فريق أحلامي العام الماضي. لن أكذب، لقد خسرتُ البطولة.&quot; ضغط ديكلان على شفتيه فور أن خرجت الكلمات من فمه، وتلاشى الذعر مع تسلله. أحسنت، فكّر. يا له من هراء يا لاعب مخضرم في دوري الهوكي الوطني بعد خمس دقائق من لقائه. قاوم الرغبة في دفن وجهه بين يديه. دوّت ضحكة ساخرة خلفه. نظر ديكلان من فوق كتفه ليرى المدرب لوك وقد غطّى فمه بيده، ولم يُخفِ تسليةً تُذكر.,0.0,1.3116294730666427,55.0,1.1233056697809696,True,idiom_literal,major,False,"The translation reverses the meaning of the 'grin fading' and fails to capture the sarcastic tone or specific sports terminology (fantasy team, chirp).",3.0,3.5,4.5,2.5,3.5
EN→uk_UA,"“With what?” Kyle asked, unable to find anything amiss in the details his eyes were scanning on the page.
Luc flipped to the back, where the more personal information was stored, and pointed to the notes section with his finger.
Kyle read the first bullet point: “Off-ice behavior must be addressed if he wants to reach his full potential.”
His eyebrows instinctively raised at that, a knowing look passing between them as he turned to Luc. “Sounds like he’s a bit of a wildcard, huh?”
Luc sighed, shaking his head as he fell deep into thought. “I don’t want to make excuses for him. Hell, I don’t even know him yet. But the kid has been bouncing from boarding school to boarding school for most of his childhood. That can’t be helping, right? I think what he really needs is stability.”","“Чим?” – запитав Кайло, не помітивши нічого підозрілого в деталях, які він читав.
Люк перегорнув наприкінці, де зберігалася більш особиста інформація, і вказав на розділ з примітками своїм пальцем.
Кайло прочитав перший маркер: “Позаофіційна поведінка потребує виправлення, якщо він хоче досягти свого повного потенціалу.”
Брови Кайла мимоволі піднялися, між ними промайнув знаючий погляд, коли він повернувся до Люка. “Здається, хлопець – справжній непередбачуваний тип, так?”
Люк зітхнув, хитаючи головою, і занурився в роздуми. “Я не хочу виправдовувати його. Чесно кажучи, я його ще й не знаю. Але хлопець більшу частину дитинства перебивався з одного пансіону на інший. Це ж не може позитивно впливати, правда? Думаю, йому найбільше потрібна стабільність.”",80.0,1.4177110099781673,88.0,1.123074212209203,False,calque,major,False,The translation mistakes 'off-ice' (hockey context) for 'off-office' and contains several literal calques like 'знаючий погляд' and 'своїм пальцем'.,4.0,4.0,5.5,4.0,3.5
EN→ru_RU,"Then there's a whole day of carrying those things out to the van and trying to screw them into the floor.
Had to swap the fridge and the cabinet around from the plan. The fridge is less deep than it is wide and doesn't block the table-leaf when it's at the edge with door facing the front of the car.
I expected to have to pause here and measure up and buy some wood, but someone had thrown out a desk that matches very well and a bit more sawing managed to get that into the right shape to build a frame to hold everything in place.
That sink is attached by only one of the six grips that are supposed to hold it. Two can't be used flat against a wooden board, and 3 aren't against anything at all right now.
Maybe I can get to attach better when the pump and tap arrive.","Затем целый день ношения этих вещей к фургону и попыток прикрутить их к полу.
Пришлось поменять местами холодильник и тумбочку по сравнению с планом. Холодильник менее глубокий, чем широкий, и не блокирует откидную часть стола, когда он находится у края дверцей к передней части автомобиля.
Я ожидал, что придется остановиться здесь и измерить и купить дерево, но кто-то выбросил стол, который очень хорошо подходит, и еще немного пиления позволило придать ему правильную форму для постройки рамы, чтобы удерживать все на месте.
Эта раковина прикреплена только одним из шести зажимов, которые должны ее удерживать. Два нельзя использовать плоско против деревянной доски, а 3 сейчас вообще ни к чему не прикреплены.
Может быть, я смогу лучше прикрепить, когда прибудут насос и кран.",79.0,1.396034310445879,92.0,1.121891803403246,False,calque,major,False,"The translation suffers from heavy nominalization and structural calques, making a casual DIY account sound like a stiff, literal manual.",4.0,4.0,5.0,4.0,3.0
EN→uk_UA,"“With what?” Kyle asked, unable to find anything amiss in the details his eyes were scanning on the page.
Luc flipped to the back, where the more personal information was stored, and pointed to the notes section with his finger.
Kyle read the first bullet point: “Off-ice behavior must be addressed if he wants to reach his full potential.”
His eyebrows instinctively raised at that, a knowing look passing between them as he turned to Luc. “Sounds like he’s a bit of a wildcard, huh?”
Luc sighed, shaking his head as he fell deep into thought. “I don’t want to make excuses for him. Hell, I don’t even know him yet. But the kid has been bouncing from boarding school to boarding school for most of his childhood. That can’t be helping, right? I think what he really needs is stability.”","«Чим саме?» — запитав Кайл, неспроможний знайти щось неправильне в деталях, які його очі сканували на сторінці.
Люк перегорнув у кінець, де зберігалася більш особиста інформація, і вказав пальцем на розділ приміток.
Кайл прочитав перший пункт: «Необхідно звернути увагу на поведінку поза льодом, якщо він хоче досягти свого повного потенціалу.»
Його брови інстинктивно піднялися від цього, між ними пробіг розуміючий погляд, коли він повернувся до Люка. «Схоже, він трохи непередбачуваний, так?»
Люк зітхнув, хитаючи головою, поринувши глибоко в роздуми. «Я не хочу виправдовувати його. Чорт, я навіть не знаю його ще. Але хлопець перескакував з одного інтернату до іншого більшу частину свого дитинства. Це не може допомагати, правда? Я думаю, що йому справді потрібна стабільність.»",89.5,1.633229693967315,95.0,1.121632014857857,False,calque,major,False,"The translation suffers from heavy structural calquing and unnatural word order, particularly in the dialogue and descriptions of character actions.",5.0,5.5,6.5,6.0,4.0
EN→et_EE,"""Talk of badges reminds of the famous one from the 1960s-70s,"" says Merran Loewenthal of Birchgrove. """"It Begins When You Sink in His Arms and Ends with Your Arms in His Sink."""" Jonty Grinter of Katoomba has one that reads ""Chronically Advantaged"" and adds that ""it should be standard issue for all over seventy.""","""Märkidest rääkimine tuletab meelde kuulsat 1960–70ndate aastate märki,"" ütleb Merran Loewenthal Birchgrovest. „See algab sellega, et sa vajud ta embusesse ja lõpeb sellega, et su käed on tema kraanikausis.“ Jonty Grinter Katoombast omab märki, millel on kirjas ""Krooniliselt soodustatud"" ja lisab, et ""see peaks olema standardvarustuses kõigile, kes on üle seitsmekümne aasta vanad.""",84.0,1.5092210871450165,95.0,1.1214553899856887,False,idiom_literal,major,True,"The central wordplay (sink/sink) is translated literally, resulting in a nonsensical sentence in Estonian where the pun disappears.",4.5,5.0,6.0,4.0,3.5
EN→cs_CZ,"Declan hesitated only for a second before sliding into his seat next to Ryan, who was already digging in like it was a competitive sport. He glanced at his own portion and, after a quick taste, instantly understood why. The chicken parm was insanely good.
Declan took another bite, savoring the perfect balance of crispy breading and rich marinara. The flavors were way better than he expected, so much so that he couldn't help but mutter, “This is fucking good.”
The second the words left his mouth, the room fell dead silent. Ryan’s fork froze halfway to his mouth, his eyes snapping up to Declan with a mixture of shock and disbelief, like Declan had just unleashed a bomb at the dinner table. ","Declan zaváhal jen na okamžik, než se posadil vedle Ryana, který už se do jídla pustil, jako by šlo o soutěžní sport. Podíval se na svůj talíř a po rychlém ochutnání okamžitě pochopil proč. Kuře po parmezánsku bylo neuvěřitelně dobré.
Declan se zakousl znovu, vychutnávaje dokonalou rovnováhu křupavého těstíčka a bohaté marináry. Chuť byla mnohem lepší, než čekal, natolik, že si nemohl pomoci a zamumlal: „To je sakra dobrý.“
Ve chvíli, kdy ta slova vyřkl, nastalo v místnosti ticho. Ryanův příbor se zastavil na půli cesty k ústům, jeho oči se upřely na Declana se směsí šoku a nevíry, jako by Declan právě odpálil bombu u večeřního stolu.",48.0,2.3926216611713214,92.0,1.1200926135907379,True,collocation,minor,False,The translation contains a non-standard word form 'večeřního' and uses 'těstíčko' (batter) for breading.,7.0,6.5,8.0,6.5,7.5
EN→ja_JP,"“With what?” Kyle asked, unable to find anything amiss in the details his eyes were scanning on the page.
Luc flipped to the back, where the more personal information was stored, and pointed to the notes section with his finger.
Kyle read the first bullet point: “Off-ice behavior must be addressed if he wants to reach his full potential.”
His eyebrows instinctively raised at that, a knowing look passing between them as he turned to Luc. “Sounds like he’s a bit of a wildcard, huh?”
Luc sighed, shaking his head as he fell deep into thought. “I don’t want to make excuses for him. Hell, I don’t even know him yet. But the kid has been bouncing from boarding school to boarding school for most of his childhood. That can’t be helping, right? I think what he really needs is stability.”","「何が？」カイルは尋ねた。詳細を見ても、何かおかしなところは見当たらなかった。
ルークは後ろのページ、もっと個人的な情報が記載されているところに目を移し、指でメモ欄を指差した。
ケイルは最初の注意書きを読んだ。「彼が潜在能力を最大限に発揮するには、氷上以外での行動を改善する必要がある。」
彼はその言葉を聞いて無意識に眉をひそめ、ルックに視線を向けると、互いに納得したような表情で顔を見合わせた。 「彼はちょっと変わったタイプの人みたいだね。」
ルックはため息をつき、頭をかしげながら考えにふけった。 「彼を弁護するつもりはないよ。」と続けた。 「いや、そもそもまだ彼のことを知らないんだ。」とルックは言った。 「でもその男の子は、幼少期からほとんどずっと寄宿学校から寄宿学校へと転校を繰り返してきたんだ。」と彼は続けた。 「それはきっと良くない影響を与えているに違いないよ。」とルックは言った。 「彼が本当に必要としているのは、安定した環境だと思うんだ。」",76.0,1.329873376888594,62.0,1.1198391929695501,False,discourse_marker,major,False,The translation suffers from extreme name inconsistency and an incredibly unnatural dialogue structure that repeats speaker tags for every single sentence.,3.0,4.5,2.0,3.5,3.5
EN→ar_EG,"🧵 I am not officially registered in Germany! Anmeldung in-hand! Woo 🎉
And I knew a lot for German than I thought in this exchange! I practiced German and she practiced English. (we both were being humble, but her English was good) 
""Im sorry to ask... But are you man, woman, or divers?"" 💜💜
We proceeded to talk about that. And she said she wondered if maybe thats why I come from states and I was like: yes, its so nice to hear other people understand. Omg.
She said shes happy that people [like me] come and see Germany as a safe place 🫶","🧵 أنا لست مسجلاً رسمياً في ألمانيا! Anmeldung in-hand! Woo 🎉
وكنت أعرف الكثير عن الألمانية أكثر مما كنت أعتقد في هذا التبادل! مارست الألمانية و مارست الإنجليزية. (كنا جميعاً متواضعين، لكن لغتها الإنجليزية كانت جيدة) 
""آسف لأسأل... ولكن هل أنت رجل، امرأة، أو متعدد؟"" 💜💜
واصلنا الحديث عن ذلك. وقالت إنها تتساءل عما إذا كان هذا هو السبب في أنني أتيت من الولايات المتحدة، وكنت مثل: نعم، من الجيد سماع الآخرين يفهمون. Omg.
قالت إنها سعيدة لأن الناس [مثلني] يأتون ويعتبرون ألمانيا مكاناً آمناً 🫶",0.0,1.3089999540207873,62.0,1.1198302544160528,True,calque,major,False,The translation uses Modern Standard Arabic instead of the requested Egyptian dialect and contains literal calques of English informal structures like 'I was like'.,3.0,4.0,4.0,2.0,3.0
EN→uk_UA,"“Where are the parents?” Kyle asked, the question feeling all too obvious given his own experiences. 
He and Nicole had made it a priority to effectively manage their son’s off-ice behavior throughout his upbringing, committed to ensuring no negative bullet points marred his hockey resume. Any acting out was always nipped in the bud, immediately.
“Mom’s not in the picture; hasn’t been since he was a baby, from what I hear,” Luc replied. “And the dad isn’t very present; he doesn’t show up to any games. Just writes the checks when he needs to.”
“Shit,” was all Kyle could manage in response.","— Де батьки? — запитав Кайл, відчуваючи, що це питання надто очевидне, враховуючи його власний досвід.
Він і Ніколь зробили пріоритетом ефективно керувати поведінкою свого сина поза льодом протягом усього його виховання, прагнучи забезпечити, щоб жодні негативні моменти не заплямували його хокейне резюме. Будь-які витівки завжди припинялися на корені, негайно.
— Мама не в картині; її немає з тих пір, як він був немовлям, з того, що я чув, — відповів Люк. — А тато не дуже присутній; він не з'являється на жодних іграх. Просто виписує чеки, коли потрібно.
— Лайно, — це все, що зміг відповісти Кайл.",82.5,1.47668329602452,92.0,1.1197118344703652,False,calque,major,False,The translation relies on literal calques of English idioms like 'not in the picture' and 'not very present' which are nonsensical or unnatural in Ukrainian.,4.0,5.0,6.0,5.0,3.0
EN→bho_IN,"I am a tweakment holdout. When will wrinkles, bad teeth and big pores be back in fashion?
Totally neutral question, no right or wrong answer: how do you feel about salmon sperm?","मैं एक ट्वीक्मेन्ट होल्डआउट हs. जब झड़ना, खराब दांत अउर बड़का पोर फिर से फैशन में आएंगे?
बहुत तटस्थ प्रश्न, बिना सही या गलत उत्तर के: सैल्मन स्पर्म के बारे में आपका कैसा लगता?",0.0,1.308642582631673,45.0,1.1193579193635013,True,collocation,major,False,The translation incorrectly uses 'झड़ना' (falling/shedding) for wrinkles and mixes Hindi grammar with Bhojpuri markers inconsistently.,3.0,3.5,4.0,3.0,3.5
EN→ru_RU,"Declan shifted in his seat, still trying to wrap his head around it. Living with Kyle Barnes. Having breakfast across the table from the guy who used to light it up in the league. It was a lot to take in.
Kyle let out a soft chuckle, picking up on the hesitation in Declan’s eyes. “It’s a lot to process, huh?”
Declan didn’t answer, but the look on his face said enough. He watched Kyle carefully, the weight of it all pressing in.
Kyle leaned back in his chair, settling into a more relaxed posture, but his eyes stayed sharp and knowing. “I’ve been where you’re sitting. New town. New team. Big pressure. It can mess with your head if you let it.”","Деклан пошевелился на своем месте, все еще пытаясь осознать происходящее. Жить с Кайлом Барнсом. Завтракать за одним столом с парнем, который когда-то был звездой лиги. Это было слишком много для восприятия.
Кайл тихонько рассмеялся, заметив колебание в глазах Деклана. “Это много для осмысления, да?”
Деклан не ответил, но выражение его лица говорило само за себя. Он внимательно наблюдал за Кайлом, чувствуя, как все это давит на него.
Кайл откинулся на спинку стула, принимая более расслабленную позу, но его глаза оставались острыми и проницательными. “Я был там, где ты сейчас. Новый город. Новая команда. Огромное давление. Это может свести с ума, если позволить этому случиться.”",82.5,1.478155033176188,92.0,1.1177666506474575,False,calque,major,False,"The translation uses literal renderings of English idioms and overly formal, clinical vocabulary that sounds unnatural in a casual dialogue.",4.0,5.0,6.0,4.0,3.5
EN→sr_Cyrl_RS,"I think a lot of the other stuff is such a flagrant violation. These 40 cases.... It's like an advent calendar of illegality, Greg. Every day you turn up another flap and another constitutional provision statute or regulation is violated, started on day one. Many of these are dead losers for Trump, except with complicit, corrupt, conflicted Thomas and Alito.","Мислим да је много тога остало толико експлицитно кршење. Ових 40 случајева... То је као адвентски календар незаконитости, Грегу. Сваки дан отвориш још један прозор и још једна уставна одредба, закон или пропис су прекршени, почевши од првог дана. Многи од ових случајева су безнадежни за Трампа, осим уз саучесничке, корумпиране и конфликтне Томаса и Алита.",96.0,1.7836483086215016,55.0,1.1167350708821047,False,calque,major,False,"The term 'konfliktne' is an incorrect calque for 'conflicted' (conflict of interest), and 'ostalo' is a poor rendering of 'other stuff'.",6.0,5.5,7.0,5.5,5.0
EN→sr_Cyrl_RS,"🧵 I swear... Every day in a new country is an absolute adventure! Nothing is easy!not even ordering coffee and treat.
Tasse cafe creme
**gestures 1 finger up and points to pastry I dont even know what its calle din english**
I KNEW she asked if it was for here or to go. I tried to gesture to go. But... Well.. End result is I ate in. Asked for a Kästchen on the way out. Got a bag! Alright! That one Ill count as a success.
Anyone else's first days a whirlwind? I feel like Ive been here for weeks. No exaggeration! The midday naps in which I sleep harder than a tardigrade in a global ice age probably doesnt helo my sense of passage of time :p","Заклевам се... сваки дан у новој земљи је апсолутна авантура!
Крем за кафу Тассе
Не знам ни како се то зове на енглеском.
Знао сам да ме је питала да ли је за овде или да идем. Покушао сам да јој покажем да идем. Али... па... крајњи резултат је да сам јео. Тражио сам Кастцхен на изласку. Добио сумку! У реду! То ће се рачунати као успех.
Да ли је још некоме први дан ураган? Осећам се као да сам овде већ недељама. Без претерања! Поладне спавања у којима спавам теже од тардиграда у глобалном леденог доба вероватно не помажу мом осећају проласка времена:п",68.0,1.152465050697062,45.0,1.1156597267547272,False,calque,critical,False,"The translation is a literal calque of English idioms, contains Russian vocabulary ('сумку'), and has severe grammatical errors in case and gender.",2.0,2.0,3.0,3.0,2.0
EN→zh_CN,"Game 9 of #UniversityChallenge was a hell of a match. Oriel Oxford (530 students) vs Durham (20,000), and Oriel won, which surprised me after some mistakes they made. The captain didn't know Wittengstein's name!? Possibly just nerves. Durham was ahead, then it was tied at 170, then they dropped to 165. A pity. I was rooting for them. Great team, with all four strong, so I hope they make the cut.","#大学挑战赛的第9场比赛真是一场精彩的对决。牛津大学奥里尔学院（530名学生）对阵达勒姆大学（20,000名学生），结果奥里尔学院获胜，这让我感到惊讶，因为他们在比赛中犯了一些错误。他们的队长竟然不知道维特根斯坦的名字!? 可能只是紧张而已。达勒姆大学一度领先，然后双方打平达到170分，之后他们降至165分。真可惜。我支持他们。他们是一个很棒的团队，四位队员都很强，所以我希望他们能进入下一轮。",95.5,3.4600362090391346,96.0,1.1138502623794855,True,collocation,minor,False,The phrasing for the score being tied is slightly wordy and less idiomatic than standard competition terminology.,8.0,7.0,8.5,8.0,9.0
EN→uk_UA,"Blackman's novel is itself a deep dive: this ""what would you do?"" book for young readers considers ethics, animal rights, othering and empathy. Keeping the pre-social media setting, Winsome Pinnock's new adaptation draws upon the heightened poetic style of Blackman's opening chapter. Pinnock retains the narrator's spirited interest in wordplay, boosts the wisdom of Cameron's Nan and makes water more of a unifying theme throughout the story. Her version also takes a thrilling new turn towards the end.","Роман Блекмен сам по собі є глибоким зануренням: ця книга для молодих читачів під назвою «Що б ти зробив?» розглядає етику, права тварин, відчуження та емпатію. Зберігаючи атмосферу доепохи соціальних мереж, нова адаптація Вінсом Піннок надає особливої поетичності стилю першої глави Блекмен. Піннок зберігає жвавий інтерес оповідача до гри слів, підкреслює мудрість бабусі Камерона та робить воду більш об’єднуючою темою протягом усієї історії. Її версія також набуває захопливого нового повороту ближче до фіналу.",85.5,1.5490253889253862,92.0,1.1135948535145102,False,calque,major,False,The translation incorrectly treats a descriptive phrase as a literal book title and uses unnatural active participles like 'об’єднуючою'.,5.0,4.0,6.0,5.0,5.0
EN→bho_IN,"“Night,” Declan mumbled, voice low.
Kyle paused at the door, gave him a look that was genuine. “We’re glad you’re here, Declan. Really.”
And just like that, they left him to it. The door left slightly ajar, like a quiet sign he wasn’t on his own here.
Declan stood for a moment, duffel still in hand, just taking it in. The house was quiet now, except for the faint sound of a TV down the hall and the occasional creak of floorboards.
He let out a long breath, dropped his bag by the desk, and sat on the edge of the bed. 
He kicked off his shoes and lay back, hands behind his head, eyes tracing the ceiling. Through the door of the Jack and Jill bathroom, he could hear faint movement; Ryan brushing his teeth maybe, or just walking around his own room. 
A shared wall, a shared life, starting now.
Maybe this year wouldn’t suck.","""रात भइ,"" डेक्लन धीरे से बोललें।
काइल दरवाजा पर रुक के, ओकरा एगो सच्चा नजर दिहलस। “हमनी के खुशी बा कि तू इहाँ बाड़ऽ, डेक्लन। सच में।”
आ अइसहीं, उ लोग ओकरा के अकेले छोड़ दिहलस। दरवाजा तनी खुलल रह गइल, जइसे इ चुपचाप बतावत होखे कि उ अकेला नइखे।
डेकलन एक छन खातिर खड़ा रहलन, डफल हाथ में, बस सब कुछ देखत रहलन। घर अब शांत रहे, बस बराबरी में गली के आखिर में टीवी के धीमा आवाज आउर कबहुँ-कबहुँ फर्श के बोर्ड के रगड़ाहट सुनाई देत रहे।
ऊ धीरे से साँस छोड़ले, डेस्क पर आपन बैग रख देले, आ बेड के किनारे बइठ गइले।
ऊ जूता उतार के पीछे लेट गइल, हाथ माथा के पीछे रखलस, आ आँख से छत के निशान देखत रहल। जैक एंड जिल बाथरूम के दरवाजा से ओकरा धीमा आवाज सुनाई देत रहे; शायद रयान आपन दांत मांजत होखे, ना त बस आपन कमरा में घूमत होखे।
एगो साझा दीवार, एगो साझा जिनगी, अब से शुरू हो रहल बा।
हो सकेला कि ई साल खराब ना होखे।",93.5,1.7297041935806277,72.0,1.1134517531667063,False,calque,major,False,"The translation uses literal word-for-word renderings of English greetings and idioms, which sound unnatural in Bhojpuri.",5.0,6.0,7.0,6.0,5.0
EN→sr_Cyrl_RS,Trump's bullshit blitz has Europe on its knees,Трампова блиц акција због глупости ставља Европу на колена.,80.0,1.4250688130614286,45.0,1.1133494597196165,False,idiom_literal,major,False,The translation misinterprets 'bullshit blitz' as an action caused by stupidity rather than a rapid campaign of nonsense or lies.,4.0,4.5,5.0,3.5,3.5
EN→uk_UA,"“Yeah, I think so,” Ryan replied, his voice steady despite the nervous flutter in his stomach. There was a determination in his eyes that reassured Kyle.
“Hey, you’ll do great,” Kyle said, offering a comforting smile. “But before you head to class, Mom wants a quick picture.”
Ryan groaned, anticipating the familiar routine. “Do we have to—”
“Ryan,” Kyle replied, his tone light but firm. “Less attitude, please. You know the drill.”
They stepped out of the car, and Kyle quickly snapped a picture he knew Nicole would cherish. It wasn’t Ryan’s most enthusiastic smile, but it was a smile nonetheless.","«Так, я думаю», – відповів Райан, його голос був спокійним, незважаючи на нервове тремтіння в животі. В очах Райана було відчуття рішучості, яке заспокоїло Кайла.
«Гаразд, у тебе все вийде», – сказав Кайл, посміхаючись. «Але перед тим, як піти на урок, мама хоче зробити швидку фотографію».
Райан захлинувся, очікуючи знайомої рутини. «Чи потрібно нам – »
«Райан», – відповів Кайл, його тон був легким, але твердим. «Зменшуй настрій, будь ласка. Ти знаєш, як це».
Вони вийшли з машини, і Кайл швидко зробив фото, яке, як він знав, буде дорогим для Ніколь. Це не був найрадісніший посмішка Райана, але все ж посмішка.",74.0,1.290183032457024,72.0,1.1126329438516933,False,calque,major,False,"The translation suffers from severe calques (especially 'Less attitude'), a mistranslation of 'groaned' as 'choked', and a basic grammatical gender agreement error.",3.0,3.0,5.0,4.0,2.5
EN→bho_IN,"This chair works very well in the van. Should ideally be fastened better to the floor, but it has a nice three mode positions.
Seating, and chaise-long, and flat as a bed with the passenger seat folded down.","ई कुरसी वैन में बहुत बढ़िया काम करेला। आदर्श रूप में फर्श पर अउरी मजबूती से फिक्स करे के चाहीं, बाकिर एकर तीन मोड पोजीशन बा।
बैठे के, चेज-लॉन्ग, आ बिस्तर जइसन सपाट, जब पैसेंजर सीट फोल्ड हो जाला।",90.5,1.6626224357764774,85.0,1.1126161891510569,False,calque,major,False,The translation relies on formal Hindi-style calques and literal English phrasing rather than natural Bhojpuri expressions.,5.0,6.0,5.5,5.5,5.0
EN→zh_CN,"For those wondering, I still have my hotel room. I played it safe and didn't want to rely on being able to get keys yesterday with luggage in tow",对于那些好奇的人来说，我仍然有我的酒店房间。为了安全起见，我不想依赖于昨天带着行李能够拿到钥匙。,89.5,1.6407239606206336,80.0,1.111726899503481,False,calque,major,False,"The translation suffers from structural calques, particularly the clunky 'rely on being able to' construction which sounds unnatural in Chinese.",5.0,6.0,6.0,5.0,4.0
EN→cs_CZ,"Declan didn’t even realize he was nodding until the motion was halfway done.
Something about the way Kyle spoke; calm, direct, like he actually got it. It cut through the usual static in Declan’s brain. He didn’t know what was happening, not really. Just that, for some reason, this guy already had a kind of hold on him. Not in a forced way. Just…steady. Solid. Like someone who meant what he said and wouldn’t flake the second things got hard.
No adult had ever made him feel that before. Not a teacher. Not a coach. Not even his own dad. ","Declan si ani neuvědomil, že přikyvuje, dokud nebyl pohyb v polovině.
Něco na způsobu, jak Kyle mluvil – klidně, přímočaře, jako by to opravdu pochopil. Prořízl si obvyklý šum v Declanově hlavě. Nevěděl, co se děje, vlastně vůbec ne. Jen že ho tenhle chlap, z nějakého důvodu, už tak trochu měl v moci. Ne násilím. Jen… stabilně. Pevně. Jako někdo, kdo myslí to, co říká, a nezmizí, jakmile se věci zkomplikují.
Žádný dospělý ho nikdy předtím takhle necítil. Ani učitel. Ani trenér. Ani vlastní otec.",79.5,1.4157013013009487,55.0,1.110814259888179,False,calque,critical,False,"The final sentence is a catastrophic calque that reverses the meaning, suggesting adults 'felt him' rather than making him feel a certain way.",3.5,4.5,5.5,4.5,3.5
EN→cs_CZ,"🧵 A simple breakfast, but god is it good.
I sure hope lactase enzymes are easily accessible in Deutschland, or else Im in trouble 😅. Nom nom nom 🥐","🧵 Jednoduchá snídaně, ale bože, je dobrá.
Doufám, že laktázové enzymy jsou v Deutschlandu snadno dostupné, jinak jsem v problémech. Mňam mňam mňam 🥐",79.5,1.4158889490338933,78.0,1.1105662473037883,False,calque,major,False,The translation contains a glaring failure to translate the country name into Czech and uses several English-influenced calques like 'v problémech'.,4.0,3.5,6.0,4.5,3.5
